3.37233E-05,2.55214E-05,3.99855E-05,3.51442E-05,2.89521E-05,1.28512E-05,2.1112E-05,-1.72125E-05,4.76692E-05,-6.54184E-05,1.93541E-05,3.69174E-05,2.0064E-06,8.69253E-06,1.93612E-05,3.52161E-06,1.93382E-05,3.60678E-05,2.58654E-05,2.93368E-05,2.05035E-05,-1.0112E-05,-2.12106E-05,-3.78498E-07,-1.94864E-05,-1.48808E-05,2.77021E-05,-3.93995E-06,-1.54229E-05,5.34899E-05
2.0867E-05,7.20059E-06,3.5299E-06,9.76047E-06,-2.41468E-06,-1.94692E-05,-1.15849E-05,1.94134E-05,2.05061E-06,-3.36307E-05,-3.29493E-05,3.97392E-06,2.02242E-05,1.26139E-05,9.31028E-06,1.87472E-05,1.4421E-05,6.48245E-06,1.87326E-05,4.03555E-06,2.74649E-05,1.62756E-05,1.29896E-05,4.09086E-06,3.22038E-05,3.8813E-06,2.04681E-05,-1.02333E-05,2.7192E-05,3.53971E-05
2.23916E-05,1.63415E-05,5.53003E-05,3.36881E-05,2.18733E-05,-1.46158E-05,3.83854E-05,-3.14029E-06,5.19399E-06,-2.71994E-09,2.11935E-05,4.5136E-05,3.83351E-05,1.42071E-05,2.09609E-05,7.92146E-06,2.78069E-05,3.34214E-05,1.4093E-05,3.62606E-05,1.47929E-05,7.82161E-06,2.38441E-06,2.31691E-05,3.43712E-05,4.51864E-06,1.66038E-05,6.48104E-06,2.55947E-05,9.67331E-07
-2.18155E-06,-6.52173E-06,-1.38327E-05,3.07652E-05,-1.08017E-05,-1.17907E-06,-7.51389E-06,-9.43309E-06,-2.5106E-06,6.31749E-06,-6.62948E-06,-7.55158E-08,-8.68996E-06,3.83692E-06,-2.7891E-05,2.13605E-05,-2.94075E-05,1.03267E-05,-4.98669E-05,-2.66444E-05,-1.06296E-06,-2.19235E-05,-1.00586E-05,-1.77692E-05,-1.01201E-05,-1.77988E-05,-1.08399E-05,-1.31063E-05,9.93526E-07,1.10595E-05
3.96204E-05,3.19583E-05,4.74824E-05,-2.46856E-06,1.58413E-05,-2.32958E-05,2.45392E-05,4.64772E-06,3.13916E-06,1.72758E-05,-3.07353E-05,2.19616E-05,3.52911E-05,1.73966E-05,9.23413E-06,-4.0952E-06,2.17769E-05,4.37288E-05,-1.88588E-05,2.41319E-05,1.10934E-05,1.49182E-05,8.77248E-06,1.34027E-05,4.45696E-05,-2.33614E-06,3.58136E-05,-2.92674E-06,-1.51855E-05,3.03309E-06
1.14927E-07,1.6902E-05,1.70951E-05,1.33033E-05,-8.21737E-06,1.92791E-06,-2.32054E-05,1.82126E-05,-2.91723E-05,-3.53315E-05,2.50302E-05,1.71419E-05,3.10586E-05,2.07548E-05,9.17507E-06,-5.08543E-06,-8.91724E-06,2.14078E-05,1.36653E-05,5.43979E-06,-1.15887E-05,-2.13489E-05,2.42393E-05,1.48795E-05,-6.54204E-06,-4.99636E-06,2.1055E-06,2.48134E-05,-5.28744E-05,-3.0123E-06
-1.66315E-05,-1.56434E-05,-1.56546E-06,-4.21014E-05,-2.4038E-05,-2.43495E-05,-1.46405E-05,1.64557E-06,-1.36248E-05,-5.38163E-05,-2.18829E-05,-5.67031E-06,-6.73751E-06,-4.37752E-06,-2.81163E-05,-1.03183E-05,-1.93513E-05,-1.61025E-05,-3.96957E-06,-2.3283E-05,-2.39575E-05,3.0516E-05,4.60029E-06,-1.15975E-05,9.97889E-06,2.42534E-06,9.65443E-07,-1.76444E-05,-2.65634E-05,-3.36788E-05
4.7439E-06,1.30063E-05,3.90484E-05,-6.78586E-06,5.04009E-06,1.31872E-06,2.78693E-05,2.70553E-05,-1.28601E-05,4.12877E-05,1.83783E-05,7.05143E-06,-1.22101E-05,1.70776E-05,1.72669E-05,3.76697E-06,1.92586E-05,-1.39098E-05,-1.26378E-06,1.809E-05,2.71711E-05,-5.51474E-06,1.89346E-05,8.43098E-06,-5.59459E-05,6.80447E-06,3.5943E-06,-1.3947E-05,-1.69929E-05,-2.84355E-06
8.65548E-06,-4.69618E-06,-3.32674E-05,1.12523E-05,-9.75166E-06,-5.80334E-06,-6.65986E-06,-1.07902E-05,4.02568E-05,1.85462E-07,-6.72012E-06,6.95388E-06,2.66599E-06,-9.59554E-06,-5.31162E-06,2.24147E-05,1.51195E-05,1.78408E-05,1.75635E-05,-2.00844E-05,9.55849E-06,4.27595E-05,-2.6492E-06,1.00303E-05,2.72764E-05,6.80231E-08,-7.672E-06,1.23711E-05,3.1277E-05,-2.85642E-06
-2.55006E-05,2.13371E-05,-6.83593E-06,-1.89268E-05,-1.62545E-05,9.76934E-07,7.0382E-06,2.80741E-05,-1.87555E-05,8.99046E-06,-3.9852E-06,4.10806E-05,2.697E-05,1.40246E-05,-1.5277E-05,1.00286E-05,-2.38129E-05,2.61876E-05,3.85608E-05,7.60996E-06,-1.05634E-05,2.98128E-05,1.77578E-05,2.09505E-05,5.5719E-05,-3.5535E-06,4.11257E-05,1.06381E-05,-3.70783E-06,8.31237E-06
